Transaction_ID,Customer_ID,Name,Email,Phone,Address,City,State,Zipcode,Country,Age,Gender,Income,Customer_Segment,Date,Year,Month,Time,Total_Purchases,Amount,Total_Amount,Product_Category,Product_Brand,Product_Type,Feedback,Shipping_Method,Payment_Method,Order_Status,Ratings,products
6573179.0,55594.0,Tara Hawkins,Melvin34@gmail.com,7609311698.0,2856 Steven Crossroad Apt. 393,Portsmouth,England,50743.0,UK,41.0,Male,Low,Regular,11/13/2023,2023.0,November,1:04:00,6.0,422.3872606,2534.323563,Clothing,Adidas,Jacket,Excellent,Express,Credit Card,Delivered,5.0,Puffer jacket
6650415.0,98788.0,Zachary Smith,Monica62@gmail.com,4599588263.0,705 Hanna Loaf Apt. 029,Portsmouth,England,70549.0,UK,29.0,Male,Medium,Regular,9/3/2023,2023.0,September,11:03:16,10.0,147.8845358,1478.845358,Books,Penguin Books,Fiction,Average,Same-Day,Credit Card,Processing,2.0,Fantasy
3101006.0,59411.0,Daniel Thompson,Lori61@gmail.com,7504846879.0,466 Sydney Turnpike Apt. 375,Portsmouth,England,2566.0,UK,61.0,Male,Low,Regular,11/1/2023,2023.0,November,2:09:59,10.0,55.0574653,550.574653,Electronics,Apple,Laptop,Average,Same-Day,Cash,Delivered,2.0,Microsoft Surface Laptop
3892971.0,67690.0,Mark Lee,Michael54@gmail.com,9780172180.0,3688 Philip Landing Apt. 762,Portsmouth,England,41316.0,UK,35.0,Female,Medium,Regular,4/4/2023,2023.0,April,11:34:09,1.0,426.6513417,426.6513417,Books,Penguin Books,Fiction,Excellent,Standard,Cash,Shipped,5.0,Adventure
1198092.0,96720.0,Robert Torres,Monica6@gmail.com,1113123915.0,886 Thompson Island Apt. 302,Portsmouth,England,50121.0,UK,59.0,Male,Medium,Regular,3/22/2023,2023.0,March,5:44:33,9.0,324.7267472,2922.540725,Grocery,Nestle,Snacks,Good,Same-Day,Credit Card,Delivered,3.0,Popcorn
7978896.0,28489.0,Julia Dodson,Kaitlin36@gmail.com,6363334046.0,4867 Bush Islands Suite 780,Portsmouth,England,52638.0,UK,43.0,Male,Medium,Regular,12/7/2023,2023.0,December,6:27:17,3.0,199.8245013,599.4735038,Grocery,Nestle,Snacks,Bad,Express,Credit Card,Processing,1.0,Nuts
4615607.0,22945.0,Jessica Burke,John100@gmail.com,6315925303.0,0888 Eric Ridge,Portsmouth,England,30472.0,UK,26.0,Female,Medium,Regular,1/26/2024,2024.0,January,17:05:34,9.0,386.9843038,3482.858734,Books,HarperCollins,Thriller,Bad,Express,Debit Card,Pending,1.0,Detective
6983938.0,15757.0,Mr. Evan Sutton,Jasmine27@gmail.com,9419010843.0,576 Parrish Mountains Suite 562,Portsmouth,England,13755.0,UK,35.0,Male,Medium,Regular,6/28/2023,2023.0,June,8:35:41,10.0,363.4813448,3634.813448,Electronics,Sony,Smartphone,Average,Same-Day,PayPal,Delivered,2.0,iPhone
6314125.0,15983.0,Jamie Thompson,Michael25@gmail.com,4073525462.0,48449 Cynthia Points Apt. 781,Portsmouth,England,27737.0,UK,48.0,Male,Low,Regular,12/7/2023,2023.0,December,21:09:35,1.0,104.8262263,104.8262263,Electronics,Sony,Smartphone,Excellent,Same-Day,PayPal,Processing,4.0,LG G
1874788.0,74649.0,Courtney Perry,Tina32@gmail.com,7402421885.0,571 Samuel Wall Apt. 895,Portsmouth,England,24895.0,UK,18.0,Male,High,Regular,4/19/2023,2023.0,April,22:26:07,5.0,289.1167828,1445.583914,Grocery,Nestle,Chocolate,Average,Express,Debit Card,Delivered,2.0,Chocolate-covered fruits
2982163.0,50952.0,Teresa Maxwell,Daniel79@gmail.com,4353493533.0,63725 Jessica Prairie,Portsmouth,England,98138.0,UK,49.0,Female,Medium,Regular,3/5/2023,2023.0,March,17:10:46,3.0,427.5947837,1282.784351,Clothing,Nike,Shorts,Bad,Express,Cash,Pending,1.0,Chino shorts
5166565.0,51279.0,Roy Obrien,John3@gmail.com,9379457412.0,253 Shea Manors,Portsmouth,England,25048.0,UK,60.0,Male,Low,Regular,12/21/2023,2023.0,December,0:41:21,4.0,183.7086333,734.8345331,Grocery,Pepsi,Water,Good,Same-Day,PayPal,Processing,3.0,Distilled water
1685588.0,70655.0,Renee Banks,Cassandra10@gmail.com,1240946835.0,1828 Andrea Isle,Portsmouth,England,90371.0,UK,20.0,Male,Medium,Regular,8/25/2023,2023.0,August,19:46:47,4.0,466.22066,1864.88264,Books,Penguin Books,Fiction,Excellent,Express,Credit Card,Processing,5.0,Literary fiction
3101821.0,93615.0,Linda Spencer DVM,Casey5@gmail.com,3599888358.0,919 Williams River,Portsmouth,England,39093.0,UK,35.0,Male,Low,Regular,3/8/2023,2023.0,March,21:43:17,6.0,106.4830681,638.8984086,Grocery,Pepsi,Soft Drink,Bad,Same-Day,Debit Card,Processing,1.0,Grape soda
6113733.0,86785.0,Todd Hernandez,Randy87@gmail.com,3446116291.0,428 Anthony Village Suite 371,Portsmouth,England,89665.0,UK,33.0,Female,Medium,Regular,5/16/2023,2023.0,May,19:39:12,9.0,311.4446143,2803.001528,Clothing,Zara,Shirt,Bad,Same-Day,Debit Card,Shipped,1.0,T-shirt
9823195.0,14549.0,Danielle Bennett,James20@gmail.com,2200037745.0,9980 Bryant Road,Portsmouth,England,84238.0,UK,62.0,Female,Medium,Regular,11/8/2023,,November,17:08:17,4.0,104.5063373,418.0253491,Books,Penguin Books,Fiction,Excellent,Express,Cash,Processing,5.0,Literary fiction
